filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20190127_142019.jpg,1920,1440,hot_kid_rice_crisps_sesame,135,286,1831,1265
IMG_20190127_141846.jpg,1920,1440,hot_kid_rice_crisps_sesame,158,1,1593,1258
IMG_20190127_142009.jpg,1920,1440,hot_kid_rice_crisps_sesame,74,571,1745,1015
IMG_20190127_141836.jpg,1920,1440,hot_kid_rice_crisps_sesame,95,660,1712,1235
IMG_20190127_142046.jpg,1920,1440,hot_kid_rice_crisps_sesame,178,396,1783,996
IMG_20190127_141954.jpg,1920,1440,hot_kid_rice_crisps_sesame,568,33,1335,1383
IMG_20190127_142040.jpg,1920,1440,hot_kid_rice_crisps_sesame,137,323,1720,1288
IMG_20190127_142056.jpg,1920,1440,hot_kid_rice_crisps_sesame,679,69,1204,1402
IMG_20190127_141803.jpg,1920,1440,hot_kid_rice_crisps_sesame,174,525,1660,1186
IMG_20190127_141750.jpg,1920,1440,hot_kid_rice_crisps_sesame,562,61,1289,1373
IMG_20190127_141747.jpg,1920,1440,hot_kid_rice_crisps_sesame,516,38,1762,1350
IMG_20190127_141948.jpg,1920,1440,hot_kid_rice_crisps_sesame,162,515,1703,1194
IMG_20190127_142111.jpg,1920,1440,hot_kid_rice_crisps_sesame,632,1,1241,1329
IMG_20190127_141805.jpg,1920,1440,hot_kid_rice_crisps_sesame,168,386,1524,1335
IMG_20190127_141742.jpg,1920,1440,hot_kid_rice_crisps_sesame,135,252,1681,1211
IMG_20190127_141959.jpg,1920,1440,hot_kid_rice_crisps_sesame,835,140,1518,1115
IMG_20190127_141838.jpg,1920,1440,hot_kid_rice_crisps_sesame,78,561,1472,1335
IMG_20190127_142114.jpg,1920,1440,hot_kid_rice_crisps_sesame,704,50,1220,1435
IMG_20190127_141754.jpg,1920,1440,hot_kid_rice_crisps_sesame,516,1,1333,1313
IMG_20190127_142103.jpg,1920,1440,hot_kid_rice_crisps_sesame,162,456,1833,1042
IMG_20190127_141915.jpg,1920,1440,hot_kid_rice_crisps_sesame,129,408,1831,1236
IMG_20190127_141726.jpg,1920,1440,hot_kid_rice_crisps_sesame,306,25,1535,1354
IMG_20190127_141849.jpg,1920,1440,hot_kid_rice_crisps_sesame,56,277,1685,1285
IMG_20190127_141730.jpg,1920,1440,hot_kid_rice_crisps_sesame,168,423,1781,1061
IMG_20190127_141903.jpg,1920,1440,hot_kid_rice_crisps_sesame,220,408,1856,1269
IMG_20190127_142006.jpg,1920,1440,hot_kid_rice_crisps_sesame,133,292,1826,1100
IMG_20190127_141735.jpg,1920,1440,hot_kid_rice_crisps_sesame,404,117,1193,1371
IMG_20190127_141912.jpg,1920,1440,hot_kid_rice_crisps_sesame,199,448,1893,1333
IMG_20190127_142016.jpg,1920,1440,hot_kid_rice_crisps_sesame,147,473,1797,1086
IMG_20190127_142002.jpg,1920,1440,hot_kid_rice_crisps_sesame,231,140,1643,1313
IMG_20190127_141734.jpg,1920,1440,hot_kid_rice_crisps_sesame,272,19,1210,1440
IMG_20190127_141859.jpg,1920,1440,hot_kid_rice_crisps_sesame,243,463,1760,1052
IMG_20190127_141905.jpg,1920,1440,hot_kid_rice_crisps_sesame,124,306,1597,1100
IMG_20190127_141858.jpg,1920,1440,hot_kid_rice_crisps_sesame,222,448,1816,1146
