filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20190127_142810.jpg,1920,1440,patels_dal_tadka_lentil_curry,96,577,1611,1167
IMG_20190127_142741.jpg,1920,1440,patels_dal_tadka_lentil_curry,303,217,1546,1142
IMG_20190127_142812.jpg,1920,1440,patels_dal_tadka_lentil_curry,118,490,1421,840
IMG_20190127_142816.jpg,1920,1440,patels_dal_tadka_lentil_curry,453,657,1626,980
IMG_20190127_142744.jpg,1920,1440,patels_dal_tadka_lentil_curry,358,367,1191,1070
IMG_20190127_142747.jpg,1920,1440,patels_dal_tadka_lentil_curry,111,162,1523,1307
IMG_20190127_142814.jpg,1920,1440,patels_dal_tadka_lentil_curry,383,472,1503,1025
IMG_20190127_142734.jpg,1920,1440,patels_dal_tadka_lentil_curry,381,267,1528,1205
IMG_20190127_142735.jpg,1920,1440,patels_dal_tadka_lentil_curry,343,232,1421,1075
IMG_20190127_142721.jpg,1920,1440,patels_dal_tadka_lentil_curry,231,635,1611,987
IMG_20190127_142709.jpg,1920,1440,patels_dal_tadka_lentil_curry,143,190,1543,1290
IMG_20190127_142737.jpg,1920,1440,patels_dal_tadka_lentil_curry,383,312,1488,1290
IMG_20190127_142910.jpg,1920,1440,patels_dal_tadka_lentil_curry,76,635,1538,1037
IMG_20190127_142905.jpg,1920,1440,patels_dal_tadka_lentil_curry,1,657,1338,920
IMG_20190127_142859.jpg,1920,1440,patels_dal_tadka_lentil_curry,238,617,1733,907
IMG_20190127_142915.jpg,1920,1440,patels_dal_tadka_lentil_curry,568,615,1523,802
IMG_20190127_142901.jpg,1920,1440,patels_dal_tadka_lentil_curry,288,577,1663,1095
IMG_20190127_142727.jpg,1920,1440,patels_dal_tadka_lentil_curry,401,447,1581,1065
IMG_20190127_142725.jpg,1920,1440,patels_dal_tadka_lentil_curry,256,600,1543,942
IMG_20190127_142719.jpg,1920,1440,patels_dal_tadka_lentil_curry,191,632,1601,1115
IMG_20190127_142917.jpg,1920,1440,patels_dal_tadka_lentil_curry,663,620,1558,795
IMG_20190127_142903.jpg,1920,1440,patels_dal_tadka_lentil_curry,293,367,1506,880
IMG_20190127_142724.jpg,1920,1440,patels_dal_tadka_lentil_curry,53,487,1578,1070
IMG_20190127_142728.jpg,1920,1440,patels_dal_tadka_lentil_curry,266,560,1283,980
IMG_20190127_142851.jpg,1920,1440,patels_dal_tadka_lentil_curry,643,432,1401,1052
IMG_20190127_142702.jpg,1920,1440,patels_dal_tadka_lentil_curry,298,222,1616,1322
IMG_20190127_142703.jpg,1920,1440,patels_dal_tadka_lentil_curry,276,262,1596,1327
IMG_20190127_142713.jpg,1920,1440,patels_dal_tadka_lentil_curry,558,487,1411,1132
IMG_20190127_142707.jpg,1920,1440,patels_dal_tadka_lentil_curry,336,175,1568,1137
IMG_20190127_142909.jpg,1920,1440,patels_dal_tadka_lentil_curry,301,647,1548,922
IMG_20190127_142739.jpg,1920,1440,patels_dal_tadka_lentil_curry,523,435,1401,1185
IMG_20190127_142711.jpg,1920,1440,patels_dal_tadka_lentil_curry,648,360,1543,1072
IMG_20190127_142749.jpg,1920,1440,patels_dal_tadka_lentil_curry,261,247,1491,1132
IMG_20190127_142809.jpg,1920,1440,patels_dal_tadka_lentil_curry,381,635,1626,937
