filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20190127_144642.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,478,75,1503,815
IMG_20190127_144454.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,438,202,1346,1392
IMG_20190127_144440.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,561,362,1448,1080
IMG_20190127_144509.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,116,365,1696,1052
IMG_20190127_144523.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,238,237,1641,1210
IMG_20190127_144442.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,293,267,1421,1272
IMG_20190127_144640.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,218,627,1318,1282
IMG_20190127_144522.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,626,380,1516,1060
IMG_20190127_144536.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,278,335,1393,1345
IMG_20190127_144447.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,283,175,1498,1095
IMG_20190127_144527.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,416,282,1341,1097
IMG_20190127_144444.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,351,230,1408,1080
IMG_20190127_144646.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,231,182,1523,1105
IMG_20190127_144518.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,283,197,1636,935
IMG_20190127_144621.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,573,275,1201,1230
IMG_20190127_144620.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,641,70,1223,1237
IMG_20190127_144634.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,143,202,1233,1162
IMG_20190127_144608.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,451,542,1573,1122
IMG_20190127_144631.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,656,235,1433,1237
IMG_20190127_144600.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,218,487,1598,1045
IMG_20190127_144601.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,576,530,1453,865
IMG_20190127_144439.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,268,160,1603,1260
IMG_20190127_144607.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,306,387,1603,1172
IMG_20190127_144605.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,208,317,1516,1017
IMG_20190127_144604.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,206,497,1476,1000
IMG_20190127_144529.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,383,180,1428,1020
IMG_20190127_144925.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,93,375,1581,1312
IMG_20190127_144516.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,191,417,1783,965
IMG_20190127_144933.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,386,460,1518,1002
IMG_20190127_144927.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,568,327,1593,907
IMG_20190127_144503.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,186,580,1566,1237
IMG_20190127_144512.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,108,452,1791,1340
IMG_20190127_144539.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,253,320,1138,1215
IMG_20190127_144505.jpg,1920,1440,blue_diamond_nut_thins_almond_seasalt,198,450,1503,1160
