filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20190127_153304.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,251,179,1625,1317
IMG_20190127_153311.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,340,233,1713,1296
IMG_20190127_153305.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,557,378,1563,1180
IMG_20190127_153339.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,320,237,1511,1242
IMG_20190127_153413.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,425,267,1675,981
IMG_20190127_153407.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,366,463,1568,1315
IMG_20190127_153348.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,237,533,1422,1002
IMG_20190127_153412.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,307,307,1494,1137
IMG_20190127_153404.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,135,505,1370,1315
IMG_20190127_153405.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,251,537,1474,1202
IMG_20190127_153358.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,357,196,1566,968
IMG_20190127_153417.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,287,298,1396,1272
IMG_20190127_153359.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,187,252,1592,1200
IMG_20190127_153340.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,316,317,1698,1415
IMG_20190127_153426.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,227,337,1296,1259
IMG_20190127_153427.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,288,291,1361,1205
IMG_20190127_153343.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,363,211,1372,1104
IMG_20190127_153418.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,214,172,1374,1042
IMG_20190127_153356.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,297,402,1556,1440
IMG_20190127_153342.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,585,335,1425,1083
IMG_20190127_153352.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,27,498,1470,1078
IMG_20190127_153353.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,303,402,1605,1155
IMG_20190127_153421.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,311,365,1431,1342
IMG_20190127_153409.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,429,367,1659,1005
IMG_20190127_153345.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,700,224,1550,889
IMG_20190127_153422.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,255,267,1546,1178
IMG_20190127_153350.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,203,552,1570,1315
IMG_20190127_153322.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,138,483,1637,1017
IMG_20190127_153308.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,118,289,1340,1352
IMG_20190127_153309.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,253,126,1435,1215
IMG_20190127_153325.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,200,485,1494,1133
IMG_20190127_153331.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,409,87,1300,1365
IMG_20190127_153326.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,274,285,1481,920
IMG_20190127_153333.jpg,1920,1440,blue_diamond_nut_thins_almond_cheddar,400,133,1459,1222
